"Time Conversion Calculation"
"Calculation Inputs"
"Calculation type","Time Conversion"
"Time system","UTC"
"Time format","Calendar date and time"
"Input times","["2023-01-02T23:48:00.000", "2023-01-04T00:54:00.000", ... , "2042-12-30T05:00:00.000", "2042-12-31T05:18:00.000"], items=4496"
"Output time system","UTC"
"Time Conversion Results"
"UTC calendar date","UTC Julian date"
"2023-11-14 02:42:00.000000 UTC","2460262.6125000000 JD UTC"
"2023-11-15 03:36:00.000000 UTC","2460263.6500000000 JD UTC"
"2023-11-16 04:24:00.000000 UTC","2460264.6833333330 JD UTC"
"2023-11-17 05:18:00.000000 UTC","2460265.7208333330 JD UTC"
"2023-11-18 06:06:00.000000 UTC","2460266.7541666670 JD UTC"
"2023-11-19 06:54:00.000000 UTC","2460267.7875000000 JD UTC"
"2023-11-20 07:30:00.000000 UTC","2460268.8125000000 JD UTC"
"2023-11-21 07:48:00.000000 UTC","2460269.8250000000 JD UTC"
"2023-11-24 23:54:00.000000 UTC","2460273.4958333330 JD UTC"
"2023-11-26 01:24:00.000000 UTC","2460274.5583333330 JD UTC"
"2023-11-27 02:24:00.000000 UTC","2460275.6000000000 JD UTC"
"2023-11-28 03:12:00.000000 UTC","2460276.6333333333 JD UTC"
"2023-11-29 04:00:00.000000 UTC","2460277.6666666665 JD UTC"
"2023-11-30 04:36:00.000000 UTC","2460278.6916666670 JD UTC"
"2023-12-01 05:06:00.000000 UTC","2460279.7125000000 JD UTC"
"2023-12-02 05:30:00.000000 UTC","2460280.7291666665 JD UTC"
"2023-12-03 05:36:00.000000 UTC","2460281.7333333334 JD UTC"
"2023-12-09 23:06:00.000000 UTC","2460288.4625000000 JD UTC"
"2023-12-11 00:54:00.000000 UTC","2460289.5375000000 JD UTC"
"2023-12-12 02:00:00.000000 UTC","2460290.5833333335 JD UTC"
"2023-12-13 02:54:00.000000 UTC","2460291.6208333330 JD UTC"
"2023-12-14 03:42:00.000000 UTC","2460292.6541666670 JD UTC"
"2023-12-15 04:30:00.000000 UTC","2460293.6875000000 JD UTC"
"2023-12-16 05:12:00.000000 UTC","2460294.7166666670 JD UTC"
"2023-12-17 05:48:00.000000 UTC","2460295.7416666667 JD UTC"
"2023-12-18 06:18:00.000000 UTC","2460296.7625000000 JD UTC"
"2023-12-19 06:24:00.000000 UTC","2460297.7666666666 JD UTC"
"2023-12-22 22:48:00.000000 UTC","2460301.4500000000 JD UTC"
"2023-12-24 00:24:00.000000 UTC","2460302.5166666666 JD UTC"
"2023-12-25 01:30:00.000000 UTC","2460303.5625000000 JD UTC"
"2023-12-26 02:24:00.000000 UTC","2460304.6000000000 JD UTC"
"2023-12-27 03:06:00.000000 UTC","2460305.6291666670 JD UTC"
"2023-12-28 03:36:00.000000 UTC","2460306.6500000000 JD UTC"
"2023-12-29 04:06:00.000000 UTC","2460307.6708333334 JD UTC"
"2023-12-30 04:30:00.000000 UTC","2460308.6875000000 JD UTC"
"2023-12-31 04:42:00.000000 UTC","2460309.6958333333 JD UTC"
"2024-01-01 04:06:00.000000 UTC","2460310.6708333334 JD UTC"
"2024-01-07 23:36:00.000000 UTC","2460317.4833333334 JD UTC"
