"Time Conversion Calculation"
"Calculation Inputs"
"Calculation type","Time Conversion"
"Time system","UTC"
"Time format","Calendar date and time"
"Time windows","["1980-01-17 21:44:41.395938 UTC to 1980-01-17 21:44:41.395938 UTC", ... , "2080-12-11 07:01:34.155673 UTC to 2080-12-11 07:01:34.155673 UTC"], items=1249"
"Step","1 hours"
"Output time system","UTC"
"Time Conversion Results"
"UTC calendar date","UTC Julian date"
"2006-07-25 05:00:58.350508 UTC","2453941.7090086862 JD UTC"
"2006-08-23 19:36:34.909928 UTC","2453971.3170707170 JD UTC"
"2006-09-22 11:40:54.577816 UTC","2454000.9867427987 JD UTC"
"2006-10-22 04:43:50.299297 UTC","2454030.6971099456 JD UTC"
"2006-11-20 21:55:41.102020 UTC","2454060.4136701620 JD UTC"
"2006-12-20 14:09:48.418715 UTC","2454090.0901437350 JD UTC"
"2007-01-19 04:28:30.192865 UTC","2454119.6864605660 JD UTC"
"2007-02-17 16:30:33.240402 UTC","2454149.1878847270 JD UTC"
"2007-03-19 02:32:23.847456 UTC","2454178.6058315677 JD UTC"
"2007-04-17 11:11:40.834920 UTC","2454207.9664448486 JD UTC"
"2007-05-16 19:13:40.749719 UTC","2454237.3011660846 JD UTC"
"2007-06-15 03:25:07.229229 UTC","2454266.6424447830 JD UTC"
"2007-07-14 12:32:18.000945 UTC","2454296.0224305666 JD UTC"
"2007-08-12 23:20:49.654245 UTC","2454325.4727969240 JD UTC"
"2007-09-11 12:32:05.882653 UTC","2454355.0222903085 JD UTC"
